capacity_scenario,hour_index,region,capacity_accelerator_hours,capacity_status
central,0,east,4.0,static engineering mechanism scenario; not operator capacity
ample,6,north,3.0,static engineering mechanism scenario; not operator capacity
ample,6,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,6,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,7,east,5.0,static engineering mechanism scenario; not operator capacity
ample,7,north,3.0,static engineering mechanism scenario; not operator capacity
ample,7,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,7,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,8,east,5.0,static engineering mechanism scenario; not operator capacity
ample,8,north,3.0,static engineering mechanism scenario; not operator capacity
ample,8,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,8,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,9,east,5.0,static engineering mechanism scenario; not operator capacity
ample,9,north,3.0,static engineering mechanism scenario; not operator capacity
ample,9,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,9,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,10,east,5.0,static engineering mechanism scenario; not operator capacity
ample,10,north,3.0,static engineering mechanism scenario; not operator capacity
ample,10,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,10,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,11,east,5.0,static engineering mechanism scenario; not operator capacity
ample,11,north,3.0,static engineering mechanism scenario; not operator capacity
ample,11,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,11,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,12,east,5.0,static engineering mechanism scenario; not operator capacity
ample,12,north,3.0,static engineering mechanism scenario; not operator capacity
ample,12,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,12,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,13,east,5.0,static engineering mechanism scenario; not operator capacity
ample,13,north,3.0,static engineering mechanism scenario; not operator capacity
ample,13,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,13,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,14,east,5.0,static engineering mechanism scenario; not operator capacity
ample,14,north,3.0,static engineering mechanism scenario; not operator capacity
ample,14,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,14,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,15,east,5.0,static engineering mechanism scenario; not operator capacity
ample,15,north,3.0,static engineering mechanism scenario; not operator capacity
ample,15,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,15,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,16,east,5.0,static engineering mechanism scenario; not operator capacity
ample,16,north,3.0,static engineering mechanism scenario; not operator capacity
ample,16,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,16,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,17,east,5.0,static engineering mechanism scenario; not operator capacity
ample,17,north,3.0,static engineering mechanism scenario; not operator capacity
ample,17,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,17,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,18,east,5.0,static engineering mechanism scenario; not operator capacity
ample,18,north,3.0,static engineering mechanism scenario; not operator capacity
ample,18,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,18,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,19,east,5.0,static engineering mechanism scenario; not operator capacity
ample,19,north,3.0,static engineering mechanism scenario; not operator capacity
ample,19,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,19,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,20,east,5.0,static engineering mechanism scenario; not operator capacity
ample,20,north,3.0,static engineering mechanism scenario; not operator capacity
ample,20,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,20,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,21,east,5.0,static engineering mechanism scenario; not operator capacity
ample,21,north,3.0,static engineering mechanism scenario; not operator capacity
ample,21,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,21,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,22,east,5.0,static engineering mechanism scenario; not operator capacity
ample,22,north,3.0,static engineering mechanism scenario; not operator capacity
ample,22,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,22,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,23,east,5.0,static engineering mechanism scenario; not operator capacity
ample,23,north,3.0,static engineering mechanism scenario; not operator capacity
ample,23,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,23,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,24,east,5.0,static engineering mechanism scenario; not operator capacity
ample,24,north,3.0,static engineering mechanism scenario; not operator capacity
ample,24,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,24,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,25,east,5.0,static engineering mechanism scenario; not operator capacity
ample,25,north,3.0,static engineering mechanism scenario; not operator capacity
ample,25,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,25,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,26,east,5.0,static engineering mechanism scenario; not operator capacity
ample,26,north,3.0,static engineering mechanism scenario; not operator capacity
ample,26,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,26,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,27,east,5.0,static engineering mechanism scenario; not operator capacity
ample,27,north,3.0,static engineering mechanism scenario; not operator capacity
ample,27,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,27,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,28,east,5.0,static engineering mechanism scenario; not operator capacity
ample,28,north,3.0,static engineering mechanism scenario; not operator capacity
ample,28,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,28,southwest,3.0,static engineering mechanism scenario; not operator capacity
